global_document	global_page	document_name	document_number	disease_state
1141698	50	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	14	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	67	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	18	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	711	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	108	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1141698	706	AML Reactive Library_Korea (v1.0)	BCL2-AA-00085-FM	Acute Myeloid Leukemia (AML)
1081211	4	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	8	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	3	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	7	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	5	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	9	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1081211	2	AML VIALE-A, VIALE-C, M14-358 One-Page Summaries (v2.0)	BCL2-AA-00080-FM	Acute Myeloid Leukemia (AML)
1140512	2	Venetoclax Initiation and Dosing Brochure (CLL) (v5.0)	BCL2-AA-00083-FM	Chronic Lymphocytic Leukemia (CLL)
1140512	6	Venetoclax Initiation and Dosing Brochure (CLL) (v5.0)	BCL2-AA-00083-FM	Chronic Lymphocytic Leukemia (CLL)
1140512	4	Venetoclax Initiation and Dosing Brochure (CLL) (v5.0)	BCL2-AA-00083-FM	Chronic Lymphocytic Leukemia (CLL)
1140512	3	Venetoclax Initiation and Dosing Brochure (CLL) (v5.0)	BCL2-AA-00083-FM	Chronic Lymphocytic Leukemia (CLL)
1140512	5	Venetoclax Initiation and Dosing Brochure (CLL) (v5.0)	BCL2-AA-00083-FM	Chronic Lymphocytic Leukemia (CLL)
3290367	2	SEQUENCE initial press release FAQ (v1.0)	RISN-AA-00450-FM	Crohns Disease (CD)
3290367	5	SEQUENCE initial press release FAQ (v1.0)	RISN-AA-00450-FM	Crohns Disease (CD)
4258308	1	M24-287 Clinical Trial Summary Sheet (v1.0)	BCL2-AA-00251-FM	Chronic Lymphocytic Leukemia (CLL)
715049	3	Debulking Strategies with Venetoclax in CLL (v3.0)	BCL2-AA-00035-FM	Chronic Lymphocytic Leukemia (CLL)
3093083	2	Oncology Congress Compendia 2023 (v1.0)	BCMA-BG-00001-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS)
3093083	63	Oncology Congress Compendia 2023 (v1.0)	BCMA-BG-00001-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS)
3093083	1	Oncology Congress Compendia 2023 (v1.0)	BCMA-BG-00001-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS)
3093083	7	Oncology Congress Compendia 2023 (v1.0)	BCMA-BG-00001-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS)
3093083	230	Oncology Congress Compendia 2023 (v1.0)	BCMA-BG-00001-FM	Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Multiple Myeloma (MM), Myelodysplastic Syndrome (MDS)
4504346	288	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	4	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	39	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	192	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	305	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	322	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	274	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	126	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	2	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
4504346	3	2024 EHA Congress Compendia (v1.0)	BCMA-AA-00022-FM	Acute Myeloid Leukemia (AML), Chronic Lymphocytic Leukemia (CLL), DLBCL, Follicular Lymphoma, Mantle Cell Lymphoma, Multiple Myeloma (MM), Non-Hodgkin's Lymphoma (NHL)
1441583	19	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
1441583	22	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
1441583	4	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
1441583	3	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
1441583	18	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
1441583	21	ASH 2021 AML Highlights Deck (v1.0)	BCL2-AA-00126-FM	Acute Myeloid Leukemia (AML)
894858	73	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	127	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	44	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	16	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	69	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	20	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	60	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	123	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	31	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	43	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	32	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	102	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	70	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
894858	72	VIALE-A Core Deck (v10.0)	BCL2-AA-00063-FM	Acute Myeloid Leukemia (AML)
1059227	9	Targeting Clonal Evolution (v2.0)	BCL2-AA-00079-FM	Chronic Lymphocytic Leukemia (CLL)
1059227	3	Targeting Clonal Evolution (v2.0)	BCL2-AA-00079-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	11	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	2	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	19	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	6	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	13	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	4	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	17	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	8	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	12	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	3	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	16	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	7	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	14	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	5	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	9	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	10	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
1263527	1	MURANO Safety Data Visualizations (v2.0)	BCL2-AA-00115-FM	Chronic Lymphocytic Leukemia (CLL)
779856	20	Venetoclax SmPC 1L CLL Approval (v1.0)	BCL2-AA-00047-FM	Chronic Lymphocytic Leukemia (CLL)
779856	15	Venetoclax SmPC 1L CLL Approval (v1.0)	BCL2-AA-00047-FM	Chronic Lymphocytic Leukemia (CLL)
779856	17	Venetoclax SmPC 1L CLL Approval (v1.0)	BCL2-AA-00047-FM	Chronic Lymphocytic Leukemia (CLL)
779856	21	Venetoclax SmPC 1L CLL Approval (v1.0)	BCL2-AA-00047-FM	Chronic Lymphocytic Leukemia (CLL)
779856	14	Venetoclax SmPC 1L CLL Approval (v1.0)	BCL2-AA-00047-FM	Chronic Lymphocytic Leukemia (CLL)
4288857	1	Epcoritamab DLBCL Vial to Vial Proactive iPad/iPhone Format (v2.0)	EPCO-AA-00055-FM	DLBCL
3038507	19	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	46	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	15	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	51	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	33	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	24	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	60	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	42	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	59	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	13	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	31	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	22	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	4	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	39	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	48	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	17	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	26	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	62	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	44	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	21	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	29	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	47	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	16	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	34	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	61	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	25	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	7	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	43	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	50	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	14	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	32	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	23	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	58	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	49	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	54	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	18	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	36	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	27	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	45	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	1	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
3038507	30	Venetoclax and Treatment Sequencing in CLL (v9.0)	BCL2-AA-00202-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	11	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	99	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	101	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	20	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	19	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	28	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	15	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	33	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	24	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	6	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	22	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	103	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	40	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	93	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	75	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	48	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	17	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	107	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	26	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	8	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	97	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	88	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	21	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	29	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	16	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	25	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	96	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	14	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	23	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	94	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	49	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	18	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	108	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	27	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	9	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	100	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	98	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	1	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	42	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	13	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	12	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	30	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	102	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	92	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	52	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	43	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	104	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
4647885	41	RWE Deck (v1.0)	BCL2-AA-00262-FM	Chronic Lymphocytic Leukemia (CLL)
1509209	1	M20-356  (ReVenG) Clinical Trial Summary Sheet (v3.0)	BCL2-AA-00128-FM	Chronic Lymphocytic Leukemia (CLL)
3914728	11	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	19	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	15	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	13	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	17	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	5	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3914728	1	Riza CD - SEQUENCE Interactive Infographics (v4.0)	RISN-AA-00463-FM	Crohns Disease (CD)
3231234	11	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	2	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	6	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	4	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	8	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	12	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	21	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	3	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	7	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
3231234	18	Epcoritamab SmPC Deck (v3.0)	EPCO-AA-00044-FM	DLBCL
4783093	11	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	20	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	2	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	55	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	37	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	28	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	46	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	15	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	51	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	33	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	24	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	42	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	6	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	59	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	13	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	31	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	22	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	40	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
4783093	57	VENETIAN (M24-287) STV Deck (v3.0)	BCL2-AA-00268-FM	Chronic Lymphocytic Leukemia (CLL)
